================== ===== ====== ====== ======== ================== ================== ================== ==== ======== ==================
ie4h20xkq_ima.fits  G102      0      5       19 59684.059988794994   496.334840208292 18.368821442127228    1 9.662994  2459684.559287646
ie4h20xmq_ima.fits  G102      0      5       20     59684.06065991 497.30133935809135 19.335320591926575    0 9.662994  2459684.559958826
ie4h20xnq_ima.fits  G102      0      5       21 59684.061331389996  498.2683628797531 20.302344113588333    1 9.662994   2459684.56063037
ie4h20xoq_ima.fits  G102      0      5       22    59684.062002505 499.23486068844795 21.268841922283173    0 9.662994  2459684.561301549
ie4h20xpq_ima.fits  G102      0      5       23    59684.062673985  500.2018828690052 22.235864102840424    1 9.662994  2459684.561973092
ie4h20xqq_ima.fits  G102      0      5       24    59684.063345095  501.1683712899685  23.20235252380371    0 9.662994 2459684.5626442647
ie4h20xrq_ima.fits  G102      0      5       25 59684.064016574994   502.135391458869   24.1693726927042    1 9.662994 2459684.5633158064
ie4h20xwq_ima.fits  G102      0      5       26  59684.06468768499 503.10187853872776  25.13585977256298    0 9.662994  2459684.563986978
ie4h20xxq_ima.fits  G102      0      5       27 59684.065359165004 504.06889736652374 26.102878600358963    1 9.662994  2459684.564658519
ie4h20xyq_ima.fits  G102      0      5       28 59684.066030279995  505.0353904813528 27.069371715188026    0 9.662994 2459684.5653296947
ie4h20xzq_ima.fits  G102      0      5       29    59684.066701765  506.0024146735668  28.03639590740204    1 9.662994  2459684.566001239
ie4h20y0q_ima.fits  G102      0      5       30    59684.067372875 506.96889840066433  29.00287963449955    0 9.662994 2459684.5666724085
ie4h20y1q_ima.fits  G102      0      5       31  59684.06804435499 507.93591521680355  29.96989645063877    1 9.662994  2459684.567343948
ie4h20y2q_ima.fits  G102      0      5       32  59684.06871546499  508.9023969322443  30.93637816607952    0 9.662994  2459684.568015116
ie4h20y3q_ima.fits  G102      0      5       33 59684.069386945004   509.869412407279 31.903393641114235    1 9.662994 2459684.5686866543
ie4h20y4q_ima.fits  G102      0      5       34 59684.070058055004 510.83589412271976 32.869875356554985    0 9.662994  2459684.569357822
ie4h20y5q_ima.fits  G102      0      5       35    59684.070729535  511.8029075860977  33.83688881993294    1 9.662994 2459684.5700293593
ie4h20y6q_ima.fits  G102      0      5       36 59684.071400650006  512.7693946659565  34.80337589979172    0 9.662994  2459684.570700531
ie4h20y7q_ima.fits  G102      0      5       37  59684.07207213499  513.7364141643047 35.770395398139954    1 9.662994  2459684.571372072
ie4h20y8q_ima.fits  G102      0      5       38  59684.07274324499  514.7028938680887  36.73687510192394    0 9.662994 2459684.5720432387
ie4h20y9q_ima.fits  G102      0      5       39 59684.073414725004  515.6699053198099 37.703886553645134    1 9.662994 2459684.5727147744
ie4h21yzq_ima.fits  G102      0      6        0     59684.11544028  576.1924148350954                0.0    0 9.662994  2459684.614744295
ie4h21z0q_ima.fits  G102      0      6        1     59684.11611139  577.1589159965515 0.9665011614561081    1 9.662994 2459684.6154154763
ie4h21z1q_ima.fits  G102      0      6        2 59684.116782875004  578.1259569525719 1.9335421174764633    0 9.662994 2459684.6160870325
ie4h21z2q_ima.fits  G102      0      6        3    59684.117453985  579.0924574434757 2.9000426083803177    1 9.662994 2459684.6167582134
ie4h21z3q_ima.fits  G102      0      6        4    59684.118125465   580.059490352869 3.8670755177736282    0 9.662994  2459684.617429764
ie4h21z4q_ima.fits  G102      0      6        5    59684.118796575  581.0259901732206  4.833575338125229    1 9.662994 2459684.6181009444
ie4h21z5q_ima.fits  G102      0      6        6 59684.119468054996   581.993023082614  5.800608247518539    0 9.662994  2459684.618772495
ie4h21z6q_ima.fits  G102      0      6        7 59684.120139164996  582.9595208913088  6.767106056213379    1 9.662994  2459684.619443674
ie4h21z7q_ima.fits  G102      0      6        8     59684.12081065  583.9265591651201  7.734144330024719    0 9.662994 2459684.6201152285
ie4h21z8q_ima.fits  G102      0      6        9    59684.121481765  584.8930643498898   8.70064951479435    1 9.662994 2459684.6207864126
ie4h21z9q_ima.fits  G102      0      6       10    59684.122153245  585.8600939065218  9.667679071426392    0 9.662994  2459684.621457961
ie4h21zaq_ima.fits  G102      0      6       11    59684.122824355  586.8265897035599  10.63417486846447    1 9.662994 2459684.6221291386
ie4h21zbq_ima.fits  G102      0      6       12 59684.123495834996  587.7936179190874 11.601203083992004    0 9.662994  2459684.622800686
ie4h21zcq_ima.fits  G102      0      6       13 59684.124166944996  588.7601130455732 12.567698210477829    1 9.662994  2459684.623471863
ie4h21zdq_ima.fits  G102      0      6       14  59684.12483842501  589.7271399199963 13.534725084900856    0 9.662994 2459684.6241434095
ie4h21zeq_ima.fits  G102      0      6       15 59684.125509535006  590.6936330348253  14.50121819972992    1 9.662994 2459684.6248145853
ie4h21zfq_ima.fits  G102      0      6       16 59684.126181019994  591.6606652736664 15.468250438570976    0 9.662994 2459684.6254861355
ie4h21zgq_ima.fits  G102      0      6       17    59684.126852135   592.627165094018 16.434750258922577    1 9.662994  2459684.626157316
ie4h21zhq_ima.fits  G102      0      6       18 59684.127523614996  593.5941886156797 17.401773780584335    0 9.662994   2459684.62682886
ie4h21ziq_ima.fits  G102      0      6       19 59684.128194724995  594.5606783777475  18.36826354265213    1 9.662994 2459684.6275000335
ie4h21zkq_ima.fits  G102      0      6       20  59684.12886620501  595.5277005583048  19.33528572320938    0 9.662994 2459684.6281715767
ie4h21zlq_ima.fits  G102      0      6       21 59684.129537315006  596.4941889792681  20.30177414417267    1 9.662994  2459684.628842749
ie4h21zmq_ima.fits  G102      0      6       22    59684.130208795  597.4612098187208 21.268794983625412    0 9.662994 2459684.6295142914
ie4h21znq_ima.fits  G102      0      6       23     59684.13087991  598.4277042746544 22.235289439558983    1 9.662994  2459684.630185468
ie4h21zoq_ima.fits  G102      0      6       24 59684.131551390004  599.3947231024504 23.202308267354965    0 9.662994  2459684.630857009
ie4h21zpq_ima.fits  G102      0      6       25 59684.132222504995  600.3612155467272 24.168800711631775    1 9.662994 2459684.6315281843
ie4h21zqq_ima.fits  G102      0      6       26  59684.13289398501  601.3282330334187  25.13581819832325    0 9.662994  2459684.632199724
ie4h21zrq_ima.fits  G102      0      6       27 59684.133565095006  602.2947167605162  26.10230192542076    1 9.662994 2459684.6328708935
ie4h21zsq_ima.fits  G102      0      6       28    59684.134236575  603.2617335766554 27.069318741559982    0 9.662994  2459684.633542433
ie4h21ztq_ima.fits  G102      0      6       29    59684.134907685  604.2282159626484 28.035801127552986    1 9.662994 2459684.6342136012
ie4h21zuq_ima.fits  G102      0      6       30    59684.135579165  605.1952307671309 29.002815932035446    0 9.662994 2459684.6348851393
ie4h21zvq_ima.fits  G102      0      6       31 59684.136250280004  606.1617191880941 29.969304352998734    1 9.662994  2459684.635556312
ie4h21zwq_ima.fits  G102      0      6       32 59684.136921765006  607.1287400275469 30.936325192451477    0 9.662994  2459684.636227854
ie4h21zxq_ima.fits  G102      0      6       33 59684.137592875006  608.0952204018831  31.90280556678772    1 9.662994  2459684.636899021
ie4h21zyq_ima.fits  G102      0      6       34    59684.138264355  609.0622331947088  32.86981835961342    0 9.662994 2459684.6375705577
ie4h21zzq_ima.fits  G102      0      6       35    59684.138935465  610.0287128984928  33.83629806339741    1 9.662994  2459684.638241724
ie4h21a1q_ima.fits  G102      0      6       36    59684.139606945  610.9957250207663  34.80331018567085    0 9.662994 2459684.6389132603
ie4h21a2q_ima.fits  G102      0      6       37    59684.140278055  611.9622027128935  35.76978787779808    1 9.662994 2459684.6395844254
ie4h21a3q_ima.fits  G102      0      6       38 59684.140949534994  612.9292148351669 36.736800000071526    0 9.662994 2459684.6402559616
ie4h21a4q_ima.fits  G102      0      6       39     59684.14162065  613.8956992328167  37.70328439772129    1 9.662994 2459684.6409271313
ie4h22a8q_ima.fits  G102      0      7        0    59684.182523615  672.8015763312578                0.0    0 9.662994 2459684.6818339904
ie4h22a9q_ima.fits  G102      0      7        1    59684.183194725  673.7680768221617 0.9665004909038544    1 9.662994 2459684.6825051713
ie4h22aaq_ima.fits  G102      0      7        2    59684.183866205  674.7351110726595 1.9335347414016724    0 9.662994  2459684.683176723
ie4h22abq_ima.fits  G102      0      7        3    59684.184537315  675.7016102224588 2.9000338912010193    1 9.662994  2459684.683847903
ie4h22acq_ima.fits  G102      0      7        4 59684.185208794996  676.6686431318521   3.86706680059433    0 9.662994 2459684.6845194534
ie4h22adq_ima.fits  G102      0      7        5     59684.18587991   677.635148987174  4.833572655916214    1 9.662994  2459684.685190638
ie4h22aeq_ima.fits  G102      0      7        6     59684.18655139  678.6021812260151  5.800604894757271    0 9.662994  2459684.685862188
ie4h22afq_ima.fits  G102      0      7        7    59684.187222505  679.5686857402325 6.7671094089746475    1 9.662994  2459684.686533372
ie4h22agq_ima.fits  G102      0      7        8    59684.187893985  680.5357159674168  7.734139636158943    0 9.662994 2459684.6872049207
ie4h22ahq_ima.fits  G102      0      7        9    59684.188565095  681.5022124350071  8.700636103749275    1 9.662994  2459684.687876099
ie4h22aiq_ima.fits  G102      0      7       10 59684.189236574995  682.4692413210869  9.667664989829063    0 9.662994 2459684.6885476466
ie4h22ajq_ima.fits  G102      0      7       11 59684.189907684995  683.4357364475727 10.634160116314888    1 9.662994  2459684.689218824
ie4h22akq_ima.fits  G102      0      7       12 59684.190579165006   684.402763992548 11.601187661290169    0 9.662994 2459684.6898903707
ie4h22alq_ima.fits  G102      0      7       13     59684.19125028  685.3692651540041 12.567688822746277    1 9.662994  2459684.690561552
ie4h22amq_ima.fits  G102      0      7       14    59684.191921765  686.3362980633974 13.534721732139587    0 9.662994 2459684.6912331027
ie4h22anq_ima.fits  G102      0      7       15    59684.192592875  687.3027905076742 14.501214176416397    1 9.662994  2459684.691904278
ie4h22aoq_ima.fits  G102      0      7       16 59684.193264354995  688.2698146998882  15.46823836863041    0 9.662994 2459684.6925758226
ie4h22apq_ima.fits  G102      0      7       17 59684.193935464995  689.2363058030605  16.43472947180271    1 9.662994  2459684.693246997
ie4h22aqq_ima.fits  G102      0      7       18 59684.194606945006  690.2033279836178 17.401751652359962    0 9.662994   2459684.69391854
ie4h22arq_ima.fits  G102      0      7       19 59684.195278055005  691.1698170751333 18.368240743875504    1 9.662994  2459684.694589713
ie4h22asq_ima.fits  G102      0      7       20    59684.195949535  692.1368385851383   19.3352622538805    0 9.662994  2459684.695261256
ie4h22atq_ima.fits  G102      0      7       21     59684.19662065  693.1033337116241 20.301757380366325    1 9.662994  2459684.695932433
ie4h22auq_ima.fits  G102      0      7       22 59684.197292134995  694.0703599154949   21.2687835842371    0 9.662994  2459684.696603979
ie4h22avq_ima.fits  G102      0      7       23 59684.197963244995  695.0368463248014 22.235269993543625    1 9.662994   2459684.69727515
ie4h22awq_ima.fits  G102      0      7       24 59684.198634725006  696.0038644820452 23.202288150787354    0 9.662994 2459684.6979466905
ie4h22axq_ima.fits  G102      0      7       25 59684.199305835005  696.9703488796949  24.16877254843712    1 9.662994   2459684.69861786
ie4h22ayq_ima.fits  G102      0      7       26    59684.199977315  697.9373650252819 25.135788694024086    0 9.662994  2459684.699289399
ie4h22azq_ima.fits  G102      0      7       27    59684.200648425  698.9038487523794 26.102272421121597    1 9.662994 2459684.6999605685
ie4h22b0q_ima.fits  G102      0      7       28 59684.201319910004  699.8708709329367  27.06929460167885    0 9.662994 2459684.7006321116
ie4h22b1q_ima.fits  G102      0      7       29     59684.20199102  700.8373526483774   28.0357763171196    1 9.662994 2459684.7013032795
ie4h22b2q_ima.fits  G102      0      7       30 59684.202662505006  701.8043748289347  29.00279849767685    0 9.662994 2459684.7019748227
ie4h22b3q_ima.fits  G102      0      7       31 59684.203333615005  702.7708545327187  29.96927820146084    1 9.662994  2459684.702645989
ie4h22b4q_ima.fits  G102      0      7       32    59684.204005095  703.7378679960966  30.93629166483879    0 9.662994 2459684.7033175263
ie4h22b5q_ima.fits  G102      0      7       33    59684.204676205  704.7043476998806  31.90277136862278    1 9.662994 2459684.7039886927
ie4h22b6q_ima.fits  G102      0      7       34    59684.205347685   705.671359822154 32.869783490896225    0 9.662994  2459684.704660229
ie4h22b7q_ima.fits  G102      0      7       35    59684.206018795  706.6378381848335  33.83626185357571    1 9.662994 2459684.7053313944
ie4h22b8q_ima.fits  G102      0      7       36     59684.20669028  707.6048570126295  34.80328068137169    0 9.662994 2459684.7060029353
ie4h22b9q_ima.fits  G102      0      7       37     59684.20736139   708.571335375309  35.76975904405117    1 9.662994  2459684.706674101
ie4h22baq_ima.fits  G102      0      7       38    59684.208032875  709.5383535325527   36.7367772012949    0 9.662994  2459684.707345641
ie4h22bbq_ima.fits  G102      0      7       39    59684.208703985    710.50483122468  37.70325489342213    1 9.662994 2459684.7080168063
================== ===== ====== ====== ======== ================== ================== ================== ==== ======== ==================
